royal,adj. 皇家的；盛大的；女王的；高贵的；第一流的n. 王室；王室成员
degenerate,v. 使退化；恶化；堕落adj. 退化的；堕落的；退化的；简并的n. 堕落的人
own,vt. 拥有；承认vi. 承认adj. 自己的；特有的n. （Own）（阿拉伯）奥恩（人名）
substance,n. 物质；实质；资产；主旨
assist,"v.援助,帮助"
invisible,adj. 无形的，看不见的；无形的；不显眼的，暗藏的
dam,n. 10米（等于 decametre）；水坝；水库；（牙科手术中的）橡皮障；母畜，母兽v. 筑坝；阻止，控制n. (Dam) （美）丹（人名）
barren,adj. 贫瘠的；不生育的；无益的；沉闷无趣的；空洞的n. 荒地n. (Barren)人名；(西、英)巴伦
lubricate,vi. 润滑；涂油；起润滑剂作用vt. 使…润滑；给…加润滑油
gentleman,n. 先生；绅士；有身份的人
beside,prep. 在旁边；与……相比；紧靠；除……以外（还）；除……以外（不再）adv. 在附近；况且，此外
resident,"n.居民adj.居住的,常驻的"
invariably,adv. 总是；不变地；一定地
illustration,n. 说明；插图；例证；图解
limited,adj. 有限的n. 高级快车
qualify,vt. 限定，修饰；使具有资格；证明…合格vi. 取得资格，有资格
participant,n. 参与者，参加者adj. 参与的
ten,num. 十个，十n. (Ten) （美、俄、加、德、荷、西、英）登（人名）
bronze,n. 青铜；古铜色；青铜制品adj. 青铜色的；青铜制的vt. 镀青铜于vi. 变成青铜色，被晒黑n. (Bronze)人名；(葡)布龙泽
expansion,n. 膨胀；阐述；扩张物
balance,n. 平衡；余额；匀称vt. 使平衡；结算；使相称vi. 保持平衡；相称；抵销n. (Balance)人名；(西)巴兰塞
confusion,n. 混淆，混乱；困惑
sudden,adj. 突然的，意外的；快速的n. 突然发生的事
minute,n. 分，分钟；片刻，一会儿；备忘录，笔记；会议记录vt. 将……记录下来adj. 微小的，详细的
retreat,n. 撤退；休息寓所vi. 撤退；退避；向后倾vt. 退（棋）；使后退
virtual,adj. [计] 虚拟的；实质上的，事实上的（但未在名义上或正式获承认）
yacht,n. 游艇，快艇；轻舟v. 乘游艇，驾游艇；驾帆船比赛n. (Yacht) （美、加、土、法、荷、俄）约特（人名）
purple,adj. 紫色的；帝王的；华而不实的n. 紫色；紫袍vi. 变成紫色vt. 使成紫色
casual,adj. 随便的；非正式的；临时的；偶然的n. 便装；临时工人；待命士兵
shortly,adv. 立刻；简短地；唐突地
breathe,vi. 呼吸；低语；松口气；（风）轻拂vt. 呼吸；使喘息；流露；低声说
swell,"v.(使)膨胀,增大"
gross,adj. 总共的；粗野的；恶劣的；显而易见的；恶心的vt. 总共收入n. 总额，总数n. (Gross)人名；(英、法、德、意、葡、西、俄、芬、罗、捷、匈)格罗斯
rally,"v.重整旗鼓,给予新力量,(使)恢复健康,力量,决心,集结n.集会"
glide,vi. 滑翔；滑行；悄悄地走；消逝vt. 使滑行；使滑动n. 滑翔；滑行；滑移；滑音
north,n. 北，北方adj. 北方的；朝北的adv. 在北方，向北方
insight,n. 洞察力；洞悉n. (Insight)人名；(英)因赛特
student,n. 学生；学者n. (Student)人名；(德)施图登特
bow,n. 弓；蝴蝶结；琴弓；船头v. 鞠躬，点头；低（头）；屈从；（使）弯曲；用琴弓拉奏（弦乐器）n. (Bow) （美、英、爱尔兰）鲍（人名）
direction,n. 方向；指导；趋势；用法说明
kit,n. 工具箱；成套工具vt. 装备vi. 装备n. (Kit)人名；(俄)基特；(东南亚国家华语)吉；(英)基特，姬特(女名)(教名 Christopher、Katherine 的昵称)
reputation,n. 名声，名誉；声望
prospective,adj. 未来的；预期的
nucleus,n. 核，核心；原子核
admission,n. 承认；入场费；进入许可；坦白；录用
nation,n. 国家；民族；国民n. (Nation)人名；(英)内申
care,n. 关怀；照料；谨慎；忧虑vi. 照顾；关心；喜爱；顾虑vt. 在意；希望或喜欢n. (Care)人名；(英)凯尔；(塞)察蕾
overthrow,v. 推翻，倾覆；瓦解；投（球）过远；背弃n. 推翻，打倒，倾覆；投球过猛；（拱门、门廊上方的）铁艺装饰板
reign,n. 君主统治时期；任期；（运动员）持荣誉头衔时期；主宰期v. 统治；成为最佳；盛行，支配
ideology,n. 意识形态；思想意识；观念学
repair,v. 修理；修复，补救；（使）重归于好；（结伴）去n. 修理；修补过的部位；具体情况，物质条件；常去；常去的场所
studio,n. 工作室；[广播][电视] 演播室；画室；电影制片厂
wall,n. 墙壁，围墙；似墙之物vt. 用墙围住，围以墙adj. 墙壁的n. (Wall)人名；(英)沃尔；(德、芬、捷、瑞典)瓦尔
economics,n. 经济学；国家的经济状况
privacy,n. 隐私；秘密；隐居；隐居处
thought,n. 思想；思考；想法；关心v. 想，思考；认为（think的过去式和过去分词）
authority,n. 权威；权力；当局
directory,n. [计] 目录；工商名录；姓名地址录adj. 指导的；咨询的
uncover,vt. 发现；揭开；揭露vi. 发现；揭示；揭去盖子
maintenance,n. 维护，维修；保持；生活费用
dim,"adj.暗淡的,模糊的,无光泽的,悲观的,怀疑的vt.使暗淡,使失去光泽n.美俚笨蛋、傻子"
creep,vi. 爬行；蔓延；慢慢地移动；起鸡皮疙瘩n. 爬行；毛骨悚然的感觉；谄媚者；非玩家控制的小兵（游戏术语）
method,n. 方法；条理；类函数
fun,vi. 非正式开玩笑n. 乐趣；玩笑
fortunate,adj. 幸运的；侥幸的；吉祥的；带来幸运的
outskirt,n. 郊区，市郊
proposition,n. 命题；提议；主题；议题vt. 向……提议；向……求欢
invent,vt. 发明；创造；虚构
cattle,n. 牛；牲畜（骂人的话）；家畜；无价值的人n. (Cattle)人名；(意)卡特莱
unlikely,adj. 不太可能的；没希望的adv. 未必
tray,n. 托盘；文件盒
complication,n. 并发症；复杂；复杂化；混乱
society,n. 社会；交往；社团；社交界
culminate,vi. 到绝顶；达到高潮；达到顶点vt. 使结束；使达到高潮
rescue,v. 营救，援救；（非正式）防止……丢失n. 营救，解救，援救；营救行动
necessarily,adv. 必要地；必定地，必然地
shine,"v.照耀,发光vt.擦亮n.光泽,光亮"
submit,vt. 使服从；主张；呈递；提交vi. 服从，顺从
drought,n. 干旱；缺乏n. (Drought)人名；(英)德劳特
rotation,n. 旋转；循环，轮流
outwards,adv. 向外地
spectator,n. 观众；旁观者
anyhow,adv. 总之；无论如何；不管怎样
sweater,n. 毛线衣，运动衫；大量出汗的人，发汗剂
pride,n. 自豪；骄傲；自尊心；狮群vt. 使得意，以...自豪vi. 自豪n. （Pride）人名；（英）普赖德
event,n. 事件，大事；赛事；项目；结果
furniture,n. 家具；设备；储藏物
magnificent,adj. 高尚的；壮丽的；华丽的；宏伟的
cat,n. 猫，猫科动物
anxious,adj. 焦虑的；担忧的；渴望的；急切的
son,n. 儿子；孩子（对年轻人的称呼）；男性后裔n. (Son)人名；(土、老、柬)松；(法、罗)索恩；(日)存(名)；(日)孙(姓)；(越)山
release,"n.释放,让渡,豁免,发行的书,释放证书vt.释放,解放,放弃,让与,免除,发表n.版本,发布"
pest,n. 害虫；有害之物；讨厌的人n. (Pest)人名；(德、捷)佩斯特
seat,n. 座位；所在地；职位vt. 使…坐下；可容纳…的；使就职
specialist,n. 专家；专门医师adj. 专家的；专业的
February,n. 二月
decide,vt. 决定；解决；判决vi. 决定，下决心
rubbish,"n.垃圾,废物,废话"
everybody,pron. 每个人，人人
invest,vt. 投资；覆盖；耗费；授予；包围vi. 投资，入股；花钱买
writing,n. 书写；写作技能；著书立说，写作的职业；作品，著作；文字；笔迹v. 书写；写作（write 的现在分词）
forever,adv. 永远；不断地；常常
slender,adj. 细长的；苗条的；微薄的
accommodation,n. 住处，膳宿；调节；和解；预订铺位
alone,adj. 独自的；单独的；单干的；孤独的；仅仅的；唯一的adv. 独自地；单独地；单干地；只，仅仅；仅仅……就；唯一地；独力地
academy,n. 学院；研究院；学会；专科院校
ingenious,adj. 有独创性的；机灵的，精制的；心灵手巧的
defeat,v. 击败；挫败（某人）；阻止达成（目的）；反对（动议或提议）；（使）无法理解；（使）无效n. 失败；战胜
affair,n. 事情；事务；私事；（尤指关系不长久的）风流韵事
speaker,n. 演讲者；扬声器；说话者；说某种语言的人n. (Speaker)人名；(英)斯皮克
variation,n. 变化，变更，变动；[生物] 变异，变种；变奏曲
China,n. 中国adj. 中国的；中国制造的n. (china) 瓷器adj. (china) 瓷制的
ninth,num. 第九；第九名；九度音n. 九分之一adj. 第九的；九分之一的
hell,"n.地狱,苦境,阴间,地狱中的人,训斥vi.狂饮,飞驰int.该死!"
elegant,adj. 高雅的，优雅的；讲究的；简炼的；简洁的
lively,adj. 活泼的；生动的；真实的；生气勃勃的n. (Lively)人名；(英)莱夫利
knit,vi. 编织；结合；皱眉vt. 编织；结合n. 编织衣物；编织法
east,"n.东方,东,东部地区adj.东方的,从向东来的adv.在东方,向东方,朝东方"
friend,n. 朋友；助手；赞助者n. (Friend)人名；(英)弗兰德
pond,n. 池塘；(the pond) （非正式）大西洋v. 拦截（流水等液体）形成小湖n. (Pond) （美、爱）庞德（人名）
barn,n. 谷仓；畜棚；车库；靶（核反应截面单位）vt. 把……贮存入仓
sugar,n. 糖；食糖；甜言蜜语vt. 加糖于；粉饰vi. 形成糖n. (Sugar)人名；(英)休格
circuit,n. [电子] 电路，回路；巡回；一圈；环道vi. 环行vt. 绕回…环行
descend,vi. 下降；下去；下来；遗传；屈尊vt. 下去；沿…向下
security,n. 安全，安全性；保证；证券；抵押品adj. 安全的；保安的；保密的
closely,adv. 紧密地；接近地；严密地；亲近地
accuracy,n. [数] 精确度，准确性
imaginary,adj. 虚构的，假想的；想象的；虚数的
orderly,adj. 有秩序的；整齐的；值班的n. 勤务兵；传令兵；护理员adv. 有秩序地
consecutive,adj. 连贯的；连续不断的
airport,n. 机场；航空站
powerful,adj. 强大的；强有力的adv. 很；非常
aim,v. 目的在于；引导；把……对准；瞄准n. 目的；瞄准
Orthodox,adj. 东正教派的；正教的n. 东正教徒；正教徒adj. (orthodax) 正统的；传统的；惯常的；普通的n. (orthodax) 正统的人；正统的事物
four," num.四,四个,第四(卷,章,叶等)"
dish,n. 盘；餐具；一盘食物；外貌有吸引力的人vt. 盛于碟盘中；分发；使某人的希望破灭；说（某人）的闲话vi. 成碟状；闲谈
inquiry,n. 探究；调查；质询；询盘，询价
assumption,n. 假定；设想；担任；采取
render,"vt.呈递,归还,着色,汇报,致使,放弃,表演,实施vi.给予补偿n.交纳,粉刷,打底"
lift,"n.举起,电梯,起重机,搭车vt.升高,提高,举起,空运vi.升起,(指雾等)消散,耸立"
proportional,adj. 比例的，成比例的；相称的，均衡的n. [数] 比例项
kettle,n. 壶；[化工] 釜；罐；鼓n. (Kettle)人名；(英)凯特尔
hurt,"v.刺痛,伤害,(使)痛心,(使)伤感情,危害,损害,受伤n.伤痛,伤害"
conceive,vt. 怀孕；构思；以为；持有vi. 怀孕；设想；考虑
utility,n. 实用；效用；公共设施；功用adj. 实用的；通用的；有多种用途的
invalid,adj. 无效的；有病的；残疾的n. 病人；残疾者vt. 使伤残；使退役vi. 变得病弱；因病而奉命退役
lake,n. 湖；深红色颜料；胭脂红vt. （使）血球溶解vi. （使）血球溶解n. (Lake)人名；(德、塞、瑞典)拉克；(英)莱克
disturbance,n. 干扰；骚乱；忧虑
diminish,vt. 使减少；使变小vi. 减少，缩小；变小
expand,vt. 扩张；使膨胀；详述vi. 发展；张开，展开
conflict,n. 冲突，矛盾；斗争；争执vi. 冲突，抵触；争执；战斗
presence,n. 存在；出席；参加；风度；仪态
more,adv. 更多；此外；更大程度地adj. 更多的；附加的pron. 更多的数量n. 更多n. (More)人名；(英、法)莫尔；(意、西、以)莫雷
course,n. 科目；课程；过程；进程；道路；路线，航向；一道菜vt. 追赶；跑过vi. 指引航线；快跑
junction,n. 连接，接合；交叉点；接合点
engineer,n. 工程师；工兵；火车司机vt. 设计；策划；精明地处理vi. 设计；建造
gay,adj. 同性恋的；与同性恋相关的；快乐的；放荡的；艳丽的n. 同性恋者n. （Gay）（西）加伊；（英、法、瑞典、毛里塔）盖伊（人名）
vitamin,n. [生化] 维生素；[生化] 维他命
sake,n. 目的；利益；理由；日本米酒n. (Sake)人名；(罗)萨克；(日)酒(姓)
aesthetic,adj. 美的；美学的；审美的，具有审美趣味的n. 审美；美学
metric,adj. 公制的；米制的；公尺的n. 度量标准
record,"n.履历,档案,诉状,最高纪录,报告,唱片vt.记录,标明,将...录音vi.录音,被录音adj.创纪录的"
until,conj. 到……时，直到……为止prep. 到……时，直到……为止
seek,vt. 寻求；寻找；探索；搜索vi. 寻找；探索；搜索
endurance,n. 忍耐力；耐久性；持续时间
slowly,adv. 缓慢地，慢慢地
mistake,n. 错误；误会；过失vt. 弄错；误解vi. 弄错；误解
anyone,pron. 任何人；某个人；任何……的人；重要人物；（没有）一个人（用于否定句）；任何一个人
seaport,n. 海港；港口都市
unfair,adj. 不公平的，不公正的
mathematical,adj. 数学的，数学上的；精确的
vision,n. 视力；美景；眼力；幻象；想象力；幻视（漫威漫画旗下超级英雄）vt. 想象；显现；梦见
marginal,adj. 微不足道的，不重要的；边缘的；临界的；末端的n. 边缘席位
apple,n. 苹果
not,adv. 表示否定，不n. “非”（计算机中逻辑运算的一种）
problem,n. 难题；引起麻烦的人adj. 成问题的；难处理的
plain,adj. 平的；简单的；朴素的；清晰的n. 平原；无格式；朴实无华的东西adv. 清楚地；平易地n. (Plain)人名；(英)普莱恩；(法)普兰
bark,n. 树皮；深青棕色；毛皮；皮肤；狗叫vt. 狗叫；尖叫；剥皮n. (Bark)人名；(英、西、德、捷、法、芬、瑞典)巴克；(阿拉伯、俄)巴尔克
treaty,n. 条约，协议；谈判
empirical,adj. 经验主义的，完全根据经验的；实证的
confident,adj. 自信的；确信的
swallow,vt. 忍受；吞没vi. 吞下；咽下n. 燕子；一次吞咽的量n. （Swallow）（英）斯沃洛（人名）
blood,n. 血，血液；血统vt. 从…抽血；使先取得经验n. (Blood)人名；(英、西)布拉德
retain,vt. 保持；雇；记住
brake,n. 刹车；阻碍（物）；敞篷四轮马车；纤维捣碎机；灌木丛；欧洲蕨v. 刹车；阻碍
sandy,adj. 沙地的；多沙的；含沙的n. (Sandy)人名；(法、喀、罗、西、英)桑迪(教名Alasdair、Alastair、Alexander、Alister、Elshender的昵称)
appraisal,n. 评价；估价（尤指估价财产，以便征税）；估计
porridge,n. 粥，糊；麦片粥vt. 服刑
read,vt. 阅读；读懂，理解vi. 读；读起来n. 阅读；读物adj. 有学问的n. (Read)人名；(英)里德
correspond,vi. 符合，一致；相应；通信
involve,vt. 包含；牵涉；使陷于；潜心于
tube,n. 管；电子管；隧道；电视机vt. 使成管状；把…装管；用管输送vi. 乘地铁；不及格
smuggle,vt. 走私；偷运vi. 走私，私运；偷带
claw,n. 爪；螯，钳；爪形器具vi. 用爪抓（或挖）vt. 用爪抓（或挖）
understanding,n. 谅解，理解；理解力；协议adj. 了解的；聪明的；有理解力的v. 理解；明白（understand的ing形式）
inflation,n. 膨胀；通货膨胀；夸张；自命不凡
generation,n. 一代；产生；一代人；生殖
unfortunate,adj. 不幸的；令人遗憾的；不成功的
diversion,n. 转移；消遣；分散注意力
tile,n. 瓷砖，瓦片vt. 铺以瓦；铺以瓷砖n. (Tile)人名；(俄、塞、萨摩)蒂勒
theory,n. 理论；原理；学说；推测
spill,"n.溢出,溅出,摔下,木片,小塞子,暴跌,溢出量vt.使溢出,使散落,洒,使流出,使摔下,倒出vi.溢出,涌流,充满"
cassette,n. 卡带；盒式磁带
mourn,v. 哀悼；忧伤；服丧
fantastic,adj. 奇异的；空想的；异想天开的；古怪的；极好的，极出色的；不可思议的；不切实际的；（数量）极大的n. 古怪的人adv. 极其，非常
cycle,n. 循环；周期；自行车；整套；一段时间vt. 使循环；使轮转vi. 循环；骑自行车；轮转
indoors,adv. 在室内，在户内
tell,vt. 告诉，说；辨别；吩咐；断定vi. 讲述；告发，泄密；识别n. (Tell)人名；(英、德、瑞典)特尔；(罗、意)泰尔；(阿拉伯)塔勒
mother,n. 母亲；大娘；女修道院院长vt. 生下；养育；像母亲般关怀或照管adj. 母亲的；出生地的
temptation,n. 引诱；诱惑物
average,"n.平均,平均水平,平均数,海损adj.一般的,通常的,平均的vt.平均为,均分,使平衡,达到平均水平vi.买进,卖出"
stamp,n. 邮票；印记；标志；跺脚vt. 铭记；标出；盖章于…；贴邮票于…；用脚踩踏vi. 跺脚；捣碎；毁掉n. (Stamp)人名；(德)施坦普；(英)斯坦普
glitter,v. 闪光；闪烁n. 闪光；灿烂；华而不实；（眼中的）光亮
visual,adj. 视觉的，视力的；栩栩如生的
taxi,n. 出租汽车；（非洲的）小巴士；出租汽船v. （飞机）滑行；乘出租车；用出租车送
fire,n. 火；火灾；炮火；炉火；热情；激情；磨难vt. 点燃；解雇；开除；使发光；烧制；激动；放枪vi. 着火；射击；开枪；激动；烧火
stale,adj. 陈腐的；不新鲜的vi. 变陈旧；撒尿；变得不新鲜vt. 使变旧；变得不新鲜n. 尿n. (Stale)人名；(塞)斯塔莱
compensate,vi. 补偿，赔偿；抵消vt. 补偿，赔偿；付报酬
commit,vt. 犯罪；把...交托给；指派…作战；使…承担义务；（公开地）表示意见vi. 忠于（某个人、机构等）；承诺
realm,n. 领域，范围；王国
confront,vt. 面对；遭遇；比较
universal,adj. 普遍的；通用的；宇宙的；全世界的；全体的n. 一般概念；普通性
rest,"n.休息,静止,支持物,台,架,[音]休止符,其余,其他vi.休息,睡眠,静止,依靠,搁在,保持(状态),取决于vt.使休息,使静止,睡眠,依靠,搁在"
draft,"n.草稿,草案,草图vt.起草,为...打样,设计v.草拟"
equator,n. 赤道
victorious,adj. 胜利的；凯旋的
faint,adj. 模糊的；头晕的；虚弱的；[医] 衰弱的vi. 昏倒；变得微弱；变得没气力n. [中医] 昏厥，昏倒
store,n. 商店；储备，贮藏；仓库vt. 贮藏，储存n. (Store)人名；(德)施托雷
expense,n. 损失，代价；消费；开支vt. 向…收取费用vi. 被花掉
verify,vt. 核实；查证
rainbow,n. 彩虹；五彩缤纷的排列；幻想adj. 五彩缤纷的；彩虹状的vt. 使呈彩虹状；如彩虹般装饰vi. 呈彩虹状n. (Rainbow)人名；(英)雷恩博
missionary,n. 传教士adj. 传教的；传教士的；传教士般的
entertain,vt. 娱乐；招待；怀抱；容纳vi. 款待
articulate,"adj.有关节的,发音清晰的vt.用关节连接,接合,清晰明白地说"
here,adv. 在这里；此时int. 嘿！；喂！n. 这里n. (Here)人名；(罗)赫尔施
lock,"n.锁v.锁,锁上,锁住 /n.锁定/解锁"
surname,n. 姓，姓氏；绰号，别名vt. 给…起别名；给…姓氏
theme,n. 主题；主旋律；题目adj. 以奇想主题布置的
mostly,adv. 主要地；通常；多半地
elastic,adj. 有弹性的；灵活的；易伸缩的n. 松紧带；橡皮圈
vest,n. 背心；汗衫vt. 授予；使穿衣vi. 归属；穿衣服n. (Vest)人名；(英)维斯特；(匈)韦什特
dentist,n. 牙科医生牙医诊所
desert,"n.沙漠,应得的赏罚,功过adj.沙漠的,不毛的,荒凉的vt.放弃,遗弃,逃跑vi.逃掉,逃亡,开小差"
sympathetic,adj. 同情的；交感神经的；共鸣的；赞同的；和谐的；合意的n. 交感神经；容易感受的人
red,"n.红色,红衣服,红颜料,赤字,亏空adj.红(色)的,革命的"
eleventh,num. 第十一；十一和弦adj. 第十一（个）的n. 十一分之一
success,n. 成功，成就；胜利；大获成功的人或事物
companion,n. 同伴；朋友；指南；手册vt. 陪伴n. (Companion)人名；(英)康帕宁
indicate,vt. 表明；指出；预示；象征
vase,n. 瓶；花瓶n. （Vase）（塞、罗、芬）瓦塞（人名）
zebra,n. [脊椎] 斑马adj. 有斑纹的（Zebra）斑马（文具品牌）；斑马公司（指盈利性和有责任感的公司）
valid,adj. 有效的；有根据的；合法的；正当的
identification,n. 鉴定，识别；认同；身份证明
former,adj. 从前的，前者的；前任的n. 模型，样板；起形成作用的人n. (Former)人名；(法)福尔梅；(德、捷)福尔默
tennis,n. 网球（运动）n. （Tennis）（英）坦尼斯（人名）
sportsman,n. 运动员；运动家；冒险家n. (Sportsman)人名；(英)斯波茨曼
mention,vt. 提到，谈到；提及，论及；说起n. 提及，说起n. (Mention)人名；(法)芒雄
original,"adj.最初的,原始的,独创的,新颖的n.原物,原作"
heighten,vt. 提高；增高；加强；使更显著vi. 升高；变强
cooperative,adj. 合作的；合作社的n. 合作社
restrain,vt. 抑制，控制；约束；制止
bankrupt,adj. 破产的vt. 使破产n. [经] 破产者
certify,v. 证明；保证
bond,n. 债券；结合；约定；粘合剂；纽带vi. 结合，团结在一起vt. 使结合；以…作保n. (Bond)人名；(英、德、西、刚(金)、瑞典)邦德
judgement,n. 意见；判断力；[法] 审判；评价
startle,vt. 使吓一跳；使惊奇vi. 惊吓；惊跳；惊奇n. 惊愕；惊恐
job,"n.工作,零活,口职位,事情,圣经约伯,极有耐心的人vi.做零工,打杂,做股票经纪,假公济私vt.代客买卖(股票,货物等),批发,承包,欺骗"
sailor,n. 水手，海员；乘船者n. (Sailor)人名；(英)赛勒
ripe,adj. 熟的，成熟的；时机成熟的n. 里佩（Ripe，意、瑞典人名）
divide,v. （使）分开，分成；分配，分担；分隔；（道路）分叉；使产生分歧；（数）除，除以n. 分歧，差异；分水岭；界限
realize,vt. 实现；认识到；了解；将某物卖得，把(证券等)变成现钱；变卖
mineral,n. 矿物；（英）矿泉水；无机物；苏打水（常用复数表示）adj. 矿物的；矿质的
missing,adj. 失踪的；缺少的v. 错过（miss的ing形式）；想念；漏掉n. (Missing)人名；(德)米辛
entail,vt. 使需要，必需；承担；遗传给；蕴含n. 引起；需要；继承
cheap,adj. 便宜的；小气的；不值钱的adv. 便宜地
underestimate,vt. 低估；看轻n. 低估
anniversary,n. 周年纪念日
status,n. 地位；状态；情形；重要身份
bath,n. 沐浴；浴室；浴盆vt. 洗澡vi. 洗澡
your,pron. 你的，你们的
wealthy,adj. 富有的；充分的；丰裕的n. 富人
concede,vt. 承认；退让；给予，容许vi. 让步
practice,n. 实践；练习；惯例vi. 练习；实习；实行vt. 练习；实习；实行
introduction,n. 介绍；引进；采用；入门；传入
cultivate,vt. 培养；陶冶；耕作
jacket,n. 羽绒滑雪衫；西装短外套；短上衣，夹克；土豆皮；书籍的护封；文件套，公文夹vt. 给…穿夹克；给…装护套；给…包上护封；〈口〉打
millimetre,n. 毫米；千分之一米
appear,v. 出现；显得；似乎vi. 出庭；登场
stuff,n. 东西；材料；填充物；素材资料vt. 塞满；填塞；让吃饱vi. 吃得过多
poverty,n. 贫困；困难；缺少；低劣
jewel,n. 宝石；珠宝vt. 镶以宝石；饰以珠宝
thanksgiving,n. 感恩
specially,adv. 特别地；专门地
probable,adj. 很可能的；可信的n. 很可能的事；大有希望的候选者
designate,vt. 指定；指派；标出；把…定名为adj. 指定的；选定的
end,n. 结束；目标；尽头；末端；死亡vi. 结束，终止；终结vt. 结束，终止；终结n. (End)人名；(英、德)恩德
resign,vt. 辞职；放弃；委托；使听从vi. 辞职n. 辞去职务
preceding,adj. 在前的；前述的v. 在...之前（precede的ing形式）
revelation,n. 启示；揭露；出乎意料的事；被揭露的真相
hardly,adv. 几乎不，简直不；刚刚
previously,adv. 以前；预先；仓促地
considerable,adj. 相当大的；重要的，值得考虑的
action,n. 行动；活动；功能；战斗；情节n. （Action）（英）埃克申（人名）
speech,n. 演讲；讲话；[语] 语音；演说
exciting,adj. 令人兴奋的；使人激动的v. 激动；刺激（excite的ing形式）；唤起
cry,"vi.哭,流泪v.叫,喊n.哭泣,哭声,叫喊,喊声"
new,adj. 新的，新鲜的；更新的；初见的adv. 新近n. (New)人名；(英)纽
southern,adj. 南的；南方的n. 南方人n. (Southern)人名；(英)萨瑟恩
spit,vi. 吐痰；吐口水；发出劈啪声vt. 吐，吐出；发出；发射n. 唾液
group,n. 组；团体adj. 群的；团体的vi. 聚合vt. 把…聚集；把…分组
shriek,v. 尖叫；尖声说；促人注意；（无生命的东西）发出尖锐刺耳声；明显地不协调n. 尖声；尖锐的响声；感叹号（非正式）
other,adj. 其他的，另外的pron. 另外一个
splendid,adj. 辉煌的；灿烂的；极好的；杰出的
membership,n. 资格；成员资格；会员身份
rope,n. 绳，绳索vt. 捆，绑vi. 拧成绳状n. (Rope)人名；(英)罗普；(芬)罗佩
freedom,n. 自由，自主；直率n. (Freedom)人名；(英)弗里德姆
crucial,adj. 重要的；决定性的；定局的；决断的
comfortable,adj. 舒适的，舒服的n. 盖被
tremendous,adj. 极大的，巨大的；惊人的；极好的
dominant,adj. 显性的；占优势的；支配的，统治的n. 显性
haste,n. 匆忙；急忙；轻率vi. 匆忙；赶紧vt. 赶快n. (Haste)人名；(英)黑斯特；(法)阿斯特
pipeline,n. 管道；输油管；传递途径
request,n. 请求；需要vt. 要求，请求
apology,n. 道歉；谢罪；辩护；勉强的替代物
lease,n. 租约；租期；租赁物；租赁权vt. 出租；租得vi. 出租
headquarters,n. 总部；指挥部；司令部
imply,vt. 意味；暗示；隐含
can,"vt.装进罐中,把食品装罐n.罐头,铁罐 conj.能,可以"
odd,adj. 奇数的；古怪的；剩余的；临时的；零散的n. 奇数；怪人；奇特的事物n. (Odd)人名；(英、西、挪、瑞典)奥德
exempt,adj. 被免除（责任或义务）的，获豁免的v. 免除，豁免n. 被免除义务者（尤指被免税者）
brighten,vi. 明亮；变亮；活跃；快乐高兴vt. 使闪亮；使生辉；使快乐高兴n. (Brighten)人名；(英)布赖滕
amount,n. 数量，数额；总数；（感情、特质的）程度v. 总计，合计；等于，相当于；发展成，变成
oh,int. 哦；哎呀（表示惊讶或恐惧等）
sphere,n. 范围；球体vt. 包围；放入球内；使…成球形adj. 球体的
climate,n. 气候；风气；思潮；风土
system,n. 制度，体制；系统；方法
dissipate,vt. 浪费；使…消散vi. 驱散；放荡
snap,vt. 突然折断，拉断；猛咬；啪地关上vi. 咬；厉声说；咯嗒一声关上n. 猛咬；劈啪声；突然折断adj. 突然的
thousand,n. 一千；一千个；许许多多
mind,n. 理智，精神；意见；智力；记忆力vt. 介意；专心于；照料vi. 介意；注意
repeatedly,adv. 反复地；再三地；屡次地
observe,vt. 庆祝vt. 观察；遵守；说；注意到；评论vi. 观察；说；注意到；评论
Swiss,adj. 瑞士的；瑞士人的；瑞士风格的n. 瑞士人n. （美）史威史（人名）
serious,adj. 严肃的，严重的；认真的；庄重的；危急的
eternal,adj. 永恒的；不朽的
context,n. 环境；上下文；来龙去脉
tomb,n. 坟墓；死亡vt. 埋葬n. (Tomb)人名；(英)图姆
concise,adj. 简明的，简洁的
viewpoint,n. 观点，看法；视角
industrialize,vt. 使工业化vi. 实现工业化
lounge,n. 休息室；闲逛；躺椅；（英）酒吧间vi. 闲逛；懒洋洋地躺卧；闲混vt. 虚度光阴
animal,n. 动物adj. 动物的
rude,adj. 粗鲁的；无礼的；狂暴的；未开化的n. （Rude）（美）鲁德（人名）
homogeneous,adj. 均匀的；[数] 齐次的；同种的；同类的，同质的
refine,vt. 精炼，提纯；改善；使…文雅
yield,v. 出产（产品或作物）；产出（效果、收益等）；生息；屈服；放弃；停止争论；给（车辆）让路；（在外力、重压等下）屈曲n. 产量；利润，红利率
sparrow,n. 麻雀；矮小的人
flat,"adj.平坦的,扁平的,单调的,倒下的,浅的,干脆的,无聊的,无力的adv.平直地,仰卧地,恰恰,正好,断然地n.平面,平地,一层,公寓v.(使)变平,(使)降半音"
cool,adj. 凉爽的；冷静的；出色的vt. 使…冷却；使…平静下来vi. 变凉；平息n. 凉爽；凉爽的空气adv. 冷静地n. (Cool)人名；(法)科尔；(英)库尔
obscure,adj. 昏暗的，朦胧的；晦涩的，不清楚的；隐蔽的；不著名的，无名的vt. 使…模糊不清，掩盖；隐藏；使难理解n. 某种模糊的或不清楚的东西
